gene_name	HQ10E1	HQ10E2	HQE1	HQE2	HQ_ST1	HQ_ST2	PWE1	PWE2	PW_ST1	PW_ST2
Phatr3_EG02188	347	470	513	305	490	607	297	201	250	363
Phatr3_EG02199	738	833	963	631	897	1263	608	536	668	866
Phatr3_J9400	3502	4233	4468	3035	2093	2741	3314	2990	1790	2228
Phatr3_EG02201	3934	3944	4055	2895	2173	2160	3134	3580	1512	1754
Phatr3_EG02187	230	251	316	211	206	239	223	193	121	149
Phatr3_J51404	1389	1496	1867	1262	630	549	1287	1426	300	377
Phatr3_J42858	2786	3139	3437	2351	1879	1848	2637	2678	1219	1327
Phatr3_J51406	675	806	1008	676	634	717	609	573	674	776
Phatr3_J42861	215	280	95	73	141	142	425	250	441	256
Phatr3_EG01772	1294	1563	1637	1136	661	857	769	982	364	747
Phatr3_J51407	2958	3184	1956	1415	1658	1510	2791	2316	1145	1247
Phatr3_J42864	747	856	931	720	438	674	425	564	233	596
Phatr3_J9070	561	642	466	323	277	404	503	418	95	313
Phatr3_J31963	1368	1354	1524	1155	713	1016	956	1050	688	1061
Phatr3_J24739	6070	6678	3966	3589	2100	1600	6939	7742	766	941
Phatr3_EG01846	0	0	0	0	0	0	0	0	0	0
Phatr3_EG02190	1772	2387	2421	1422	1075	1576	1714	1726	917	318
Phatr3_EG02186	79	96	81	45	16	13	76	89	36	35
Phatr3_J42867	484	597	552	310	77	64	501	366	234	360
Phatr3_J42868	787	1022	937	661	229	314	565	562	83	293
Phatr3_J31968	645	685	572	360	75	109	641	503	317	563
Phatr3_J8963	946	1175	1357	885	545	470	813	778	1027	1239
Phatr3_J42870	147	159	299	185	1080	1856	368	382	701	756
Phatr3_J42871	3663	4202	2918	2550	4249	7856	2978	2807	6396	5313
Phatr3_J42872	3399	3683	2258	2345	3166	4959	3517	3248	2874	3016
Phatr3_EG01828	6	6	10	2	7	18	2	5	1	2
Phatr3_J31973	759	857	780	609	523	567	623	730	318	427
Phatr3_J42874	756	888	847	514	388	543	754	698	378	446
Phatr3_J31975	1278	1469	1114	631	1523	1873	1151	859	1067	1331
Phatr3_J42876	1727	1990	1917	1304	1739	1710	1674	1588	1144	1236
Phatr3_J8876	252	283	533	357	407	442	256	338	443	574
Phatr3_J24748	689	823	755	615	667	728	579	665	506	603
Phatr3_J31979	157	126	135	113	176	253	94	92	77	165
Phatr3_J31980	191	215	292	146	475	559	151	171	210	326
Phatr3_J31981	348	386	275	200	284	415	370	276	140	227
Phatr3_J31982	833	945	883	655	335	504	911	754	224	323
Phatr3_J42879	943	1220	1019	537	860	996	767	666	635	799
Phatr3_J31984	295	313	481	319	97	92	265	261	91	176
Phatr3_J42880	325	343	529	367	589	779	243	323	416	706
Phatr3_J31986	299	401	531	363	692	791	318	322	482	399
Phatr3_J31987	804	853	430	360	648	906	767	578	450	564
Phatr3_J42881	750	834	652	539	643	752	850	644	373	432
Phatr3_EG01878	0	0	0	0	0	0	0	0	0	0
Phatr3_J42882	677	903	632	367	1210	1717	812	828	9334	4283
Phatr3_J42883	562	645	614	408	949	1287	427	411	1138	1016
Phatr3_J31991	749	900	1181	734	1274	1867	606	661	829	1108
Phatr3_J42884	736	921	845	588	1795	2531	638	618	1255	1148
Phatr3_J8842	645	694	164	135	405	397	842	510	129	332
Phatr3_EG01874	335	423	479	313	613	810	308	299	560	643
Phatr3_J31994	730	822	500	345	278	359	703	600	156	359
Phatr3_J42887	362	395	413	206	2307	1027	338	320	1299	1887
Phatr3_J42888	738	800	1293	965	1048	1285	659	909	1737	1792
Phatr3_J31997	993	1159	896	588	542	723	582	557	310	634
Phatr3_J17628	456	556	483	333	405	665	394	388	228	347
Phatr3_J31999	299	296	384	218	188	267	336	300	65	152
Phatr3_J9115	471	465	666	455	330	402	288	357	76	184
Phatr3_J42891	2428	2598	4090	3335	677	957	1143	1978	968	1655
Phatr3_J42892	2623	3077	4230	2335	3383	2851	2376	2455	1604	1613
Phatr3_J42893	584	642	598	474	213	223	444	554	229	352
Phatr3_J9446	0	0	0	0	0	0	0	0	0	0
Phatr3_J42895	900	1110	1231	837	1393	1976	826	863	1299	1553
Phatr3_J42896	177	214	259	185	63	53	300	342	533	426
Phatr3_EG01798	266	301	181	130	186	370	827	316	734	657
Phatr3_J42897	916	1000	738	630	169	279	1010	860	557	879
Phatr3_EG01768	216	328	416	257	235	324	136	187	154	255
Phatr3_J51412	1668	2107	1764	1126	38	62	802	815	31	214
Phatr3_J17633	27119	27841	22556	19187	6873	7873	26850	28131	11023	14680
Phatr3_J42900	1750	2053	2559	1666	2561	2923	1664	1806	1928	1921
Phatr3_EG01803	948	967	932	738	668	798	707	824	474	756
Phatr3_EG02189	1787	2030	3017	2414	2417	3280	1100	1542	1369	1873
Phatr3_EG02198	255	334	185	112	82	76	205	209	49	160
Phatr3_J42903	4699	5451	6514	4544	2158	2938	3766	3921	2684	4493
Phatr3_J32014	901	1025	1263	827	501	675	660	674	229	370
Phatr3_J42904	2117	2224	1791	1336	832	1016	1883	1727	618	763
Phatr3_J7108	188	242	261	208	352	505	283	187	178	306
Phatr3_EG01789	775	968	1230	739	1137	1605	558	577	665	1024
Phatr3_EG01751	189	247	329	193	574	625	175	142	318	400
Phatr3_J42906	418	497	669	403	865	1051	357	420	560	627
Phatr3_J42907	537	615	611	528	379	522	512	566	155	344
Phatr3_J9654	1995	2194	1801	1311	1358	1807	2172	1942	1064	1776
Phatr3_J24772	8792	9183	5041	4936	4052	4698	8971	9711	4262	5853
Phatr3_J42910	593	663	604	437	391	475	492	551	254	381
Phatr3_J42911	3716	4005	3728	2753	840	1291	3211	3313	1660	3338
Phatr3_J42912	473	540	499	381	482	627	442	501	1865	2645
Phatr3_J42913	4160	4889	3754	2701	594	898	2693	2707	725	1140
Phatr3_J42914	1000	1095	1391	1085	119	200	1249	1336	76	718
Phatr3_J9619	1969	2244	2635	1885	1397	1446	1496	1706	2213	2342
Phatr3_J32027	359	397	566	366	631	905	310	274	259	378
Phatr3_J24775	1710	2194	3156	1751	2097	1711	2036	2273	2581	2262
Phatr3_J42917	828	819	838	630	763	911	653	750	728	912
EPrPhatr3G00000013102	5	6	1	3	0	0	10	8	0	0
Phatr3_J42918	709	805	737	559	510	580	635	630	497	669
Phatr3_J32031	992	1199	1323	926	1284	1788	1031	1082	975	1421
Phatr3_J9606	188	235	305	207	131	168	204	182	136	221
Phatr3_J8975	79	88	138	103	107	128	102	97	68	96
Phatr3_J42920	626	685	782	513	797	850	540	548	585	708
Phatr3_J8891	1217	1480	1450	1038	775	1024	1096	1067	637	862
Phatr3_J32036	968	1073	327	225	371	406	1647	974	405	727
Phatr3_J24783	655	735	757	526	678	1000	628	627	555	765
Phatr3_J32038	576	673	482	341	716	940	624	577	535	774
Phatr3_J8737	2581	3368	3618	2230	2271	3291	2555	2501	2763	3015
Phatr3_J42926	497	526	139	98	185	298	679	475	135	148
Phatr3_J32041	135	127	66	52	141	200	166	171	69	132
Phatr3_J42927	464	602	576	399	414	533	496	415	322	524
Phatr3_J42928	626	734	801	503	839	928	621	576	596	756
Phatr3_J42929	666	746	722	547	511	707	547	531	292	397
Phatr3_EG02406	1581	1847	1580	1131	1655	2268	1953	1924	1999	2425
Phatr3_J8990	1225	1301	1045	873	956	1461	834	1036	359	965
Phatr3_J9634	155	230	119	99	11	15	653	477	270	201
Phatr3_EG01805	0	0	0	0	0	0	1	0	1	0
Phatr3_J42932	1402	1542	1570	1020	322	334	1426	1546	85	195
Phatr3_EG01883	2060	2620	2702	1526	1290	1224	2209	2509	1003	1159
Phatr3_J42934	1178	1414	1806	1343	1571	1884	636	1126	840	1434
Phatr3_J42935	767	919	1145	702	1438	1717	718	706	696	1060
Phatr3_EG01808	551	651	759	446	359	384	400	458	196	293
Phatr3_J24792	1430	1716	840	578	217	329	1198	1078	64	212
Phatr3_J9267	1032	1080	1215	956	612	982	715	861	812	866
Phatr3_J51422	1778	2042	2314	1494	1556	1929	1142	1196	1154	1648
Phatr3_J32057	6	16	19	16	11	12	21	16	12	4
Phatr3_EG01758	0	0	0	0	0	0	0	0	0	0
Phatr3_EG01800	0	0	0	0	0	0	0	0	0	0
Phatr3_J42940	1449	1570	1966	1194	1515	1564	1203	1221	1023	1047
Phatr3_J42941	845	996	1334	906	739	807	687	701	411	623
Phatr3_J42942	2390	2589	3313	2027	1677	1623	2407	2818	1651	1476
Phatr3_EG01847	0	0	0	0	0	0	0	0	0	0
Phatr3_J42944	1170	1380	1779	1220	963	847	1155	1675	597	719
Phatr3_EG02410	1851	2131	1667	1365	994	945	1682	1738	887	1079
Phatr3_J42946	944	1011	874	621	527	752	887	797	257	481
Phatr3_J32065	334	363	352	250	145	215	183	151	34	139
Phatr3_J8678	489	492	617	488	912	935	548	478	1977	1399
Phatr3_EG01810	0	0	0	0	0	0	0	0	0	0
Phatr3_J42948	609	707	1087	699	2077	1951	613	747	1828	1346
Phatr3_J42949	6785	7496	6196	4605	3700	5029	9814	10237	14588	15952
Phatr3_J42950	202	247	334	231	443	653	194	216	280	299
Phatr3_J42951	718	858	1032	722	341	442	917	950	249	537
Phatr3_J32071	3088	3404	3462	2503	151	227	3402	2702	447	473
Phatr3_J17671	5835	6028	5735	4662	2892	3968	5444	6008	2684	3907
Phatr3_J42953	277	382	414	282	201	238	373	303	36	110
Phatr3_EG01804	1796	1902	2310	1836	3578	4460	1848	2090	2864	3697
Phatr3_J8918	989	1175	1181	959	996	1462	991	1039	897	1237
Phatr3_J42955	109	139	173	98	550	417	145	134	200	361
Phatr3_J42956	712	732	881	618	680	952	675	615	534	854
Phatr3_J42957	2118	2365	2173	1622	2091	2432	2424	2344	923	1575
Phatr3_J42958	1176	1477	1444	927	1010	1494	1085	1010	677	1204
Phatr3_J42959	413	513	631	340	490	629	303	303	328	382
Phatr3_J42960	243	272	129	123	1320	1560	155	155	199	452
Phatr3_EG01771	293	371	395	252	136	243	311	271	49	206
Phatr3_J42962	2298	2017	2273	2468	1025	1126	1613	2103	1198	1652
Phatr3_EG01799	0	0	0	0	0	0	0	0	0	0
Phatr3_J32083	872	961	1026	622	291	488	740	599	134	359
Phatr3_J42963	330	347	538	340	1890	2942	274	267	1675	1568
Phatr3_EG02196	782	880	1331	691	2717	2679	744	818	1920	1770
Phatr3_EG02184	413	540	888	473	391	127	351	747	398	202
Phatr3_J2761	1298	1486	1504	1238	10215	12226	1580	1449	10885	7114
Phatr3_J32087	1231	1458	1312	927	735	1038	1516	1680	1063	1235
Phatr3_EG01870	3296	3698	3531	2792	1817	2350	3137	3543	2651	3313
Phatr3_J17683	1438	1637	1791	1230	3865	5421	1481	1286	7748	5877
Phatr3_J42968	1161	1382	1568	956	1031	1094	884	873	515	727
Phatr3_J54015	5888	6183	6308	5011	4102	5145	4636	4661	6383	5320
Phatr3_J42970	1142	1337	1392	897	806	1001	1039	1113	882	1076
Phatr3_J42971	351	456	578	394	477	673	314	366	398	515
Phatr3_J42972	241	309	348	218	294	416	214	166	274	284
Phatr3_J32094	146	225	254	158	355	487	242	179	587	461
Phatr3_J32095	374	388	834	643	322	414	195	321	113	242
Phatr3_J24820	35332	36568	29208	24017	11330	14407	30147	31404	9194	14640
Phatr3_J32097	12	30	25	18	58	60	14	14	7	37
Phatr3_J42975	1235	1378	1501	1034	884	828	977	1024	878	750
Phatr3_J32099	345	350	415	259	391	434	206	196	188	233
Phatr3_J8987	4489	5522	3786	2328	641	688	3372	2795	817	1393
Phatr3_EG01829	0	0	0	0	0	0	0	0	0	0
Phatr3_J42977	1421	1659	1674	1120	385	473	800	1015	462	800
Phatr3_J42978	2068	2390	2005	1311	2402	2816	1707	1579	3077	2359
Phatr3_J54017	6679	7788	5318	4049	414	450	5643	5191	338	70
Phatr3_J42980	2564	2872	3369	2498	873	606	1758	2630	1161	1469
Phatr3_J42981	959	983	925	683	1507	2174	1259	845	1319	1617
Phatr3_J42982	1585	1764	1415	940	812	806	1417	917	744	1007
Phatr3_J51430	3772	4109	2619	1950	733	823	4201	3664	663	1049
Phatr3_EG01755	0	0	0	0	0	0	0	0	0	0
Phatr3_J54019	0	1	1	1	1	1	2	3	4	9
Phatr3_J7114	702	797	967	828	781	976	514	734	666	1013
Phatr3_J24838	1075	1166	1511	976	973	1189	868	972	508	796
Phatr3_EG01763	92	30	54	101	87	37	70	136	86	101
Phatr3_EG02405	4672	5228	5553	3878	6145	5691	4968	5088	5870	6339
